"","ppt","response","statement","truth","pos_judgment_phase","check_seriousness","check_attention","pos_exposure_phase","repetition","fakeness_judg"
"2113","7655","resp_real_news","Aspirin rarely (1 case in 1000 to 10000) leads to micro-bleeding in the gastrointestinal tract.","false",32,1,1,10,"repeated",0
"2114","7655","resp_real_news","Tsunami means ""beach wave"".","false",33,1,1,NA,"new",0
"2115","7655","resp_real_news","Michael J. Fox is suffering from multiple sclerosis.","false",34,1,1,16,"repeated",0
"2116","7655","resp_fake_news","Venezuela has less oil deposits than Norway.","false",35,1,1,NA,"new",1
"2117","7655","resp_fake_news","The gas price is not contractually linked to the oil price.","true",36,1,1,NA,"new",1
"2118","7655","resp_fake_news","According to his own statement, Andy Warhol was bisexual.","false",37,1,1,NA,"new",1
"2119","7655","resp_real_news","Russia produces the most aluminum worldwide.","false",38,1,1,NA,"new",0
"2120","7655","resp_real_news","Babies have more bones than adults.","true",39,1,1,0,"repeated",0
"2121","7654","resp_real_news","The heart rate of an average woman is higher than that of an average man.","true",0,1,1,NA,"new",0
"2122","7654","resp_real_news","Genetically chimpanzees are the closest relatives to humans.","true",1,1,1,9,"repeated",0
"2123","7654","resp_real_news","The European state with the most inhabitants/km� is the Vatican.","false",2,1,1,NA,"new",0
"2124","7654","resp_real_news","Will Smith's full name is William Carroll Smith Jr.","false",3,1,1,15,"repeated",0
"2125","7654","resp_fake_news","With the Good Friday Agreement, Ireland reaffirmed its demand for reunification with Northern Ireland.","false",4,1,1,NA,"new",1
"2126","7654","resp_fake_news","Tsunami means ""beach wave"".","false",5,1,1,NA,"new",1
"2127","7654","resp_fake_news","Apart from humans, gorillas have only leopards as natural enemies.","true",6,1,1,2,"repeated",1
"2128","7654","resp_real_news","The largest lithium deposits in the world are located in Bolivia.","true",7,1,1,8,"repeated",0
"2129","7654","resp_real_news","Rapeseed oil damages the groundwater.","false",8,1,1,NA,"new",0
"2130","7654","resp_fake_news","The slogan of the European Union ""United in diversity"" is based on an internet survey among students.","false",9,1,1,17,"repeated",1
"2131","7654","resp_real_news","Michael J. Fox is suffering from multiple sclerosis.","false",10,1,1,NA,"new",0
"2132","7654","resp_fake_news","Sinti and Roma originally come from India and Pakistan.","true",11,1,1,14,"repeated",1
"2133","7654","resp_real_news","In heterosexual people the number of new HIV infections has been stable since 2010.","false",12,1,1,5,"repeated",0
"2134","7654","resp_fake_news","Rolls-Royce uses only bull skins for its leather seats.","true",13,1,1,NA,"new",1
"2135","7654","resp_real_news","Bond actor Pierce Brosnan worked as a firebreather for three years.","true",14,1,1,NA,"new",0
"2136","7654","resp_real_news","The first heart transplantation took place in Vienna.","true",15,1,1,11,"repeated",0
"2137","7654","resp_fake_news","Babies have more bones than adults.","true",16,1,1,NA,"new",1
"2138","7654","resp_fake_news","People from Europe lose more hair per day than people from Africa.","true",17,1,1,NA,"new",1
"2139","7654","resp_fake_news","Brad Pitt has a ban on entering China.","true",18,1,1,NA,"new",1
"2140","7654","resp_fake_news","Venezuela has less oil deposits than Norway.","false",19,1,1,NA,"new",1
"2141","7654","resp_fake_news","Hugh Grant was twice convicted of public misdemeanor of sexual nature.","false",20,1,1,12,"repeated",1
"2142","7654","resp_fake_news","The actor Stan Laurel died of a heart attack.","true",21,1,1,NA,"new",1
"2143","7654","resp_real_news","People with blood group AB+ can be blood donors for all groups A and B.","false",22,1,1,7,"repeated",0
"2144","7654","resp_real_news","The first world climate conference was held in Geneva in 1990.","false",23,1,1,NA,"new",0
"2145","7654","resp_real_news","Melania Trump was born in the Slovenian city of Novo Mesto.","true",24,1,1,19,"repeated",0
"2146","7654","resp_fake_news","The Spanish King Felipe VI is descended from the Merovingian dynasty.","false",25,1,1,NA,"new",1
"2147","7654","resp_real_news","Elon Musk was married three times.","true",26,1,1,4,"repeated",0
"2148","7654","resp_real_news","Aspirin rarely (1 case in 1000 to 10000) leads to micro-bleeding in the gastrointestinal tract.","false",27,1,1,0,"repeated",0
"2149","7654","resp_real_news","In Italy, Spain, and Portugal, solar power is more expensive than electricity from coal combustion.","false",28,1,1,10,"repeated",0
"2150","7654","resp_real_news","The form of government of the United Arab Emirates is a constitutional monarchy.","false",29,1,1,18,"repeated",0
"2151","7654","resp_real_news","According to his own statement, Andy Warhol was bisexual.","false",30,1,1,3,"repeated",0
"2152","7654","resp_real_news","In France, women were allowed to vote for the first time in 1919.","false",31,1,1,NA,"new",0
"2153","7654","resp_real_news","Russia produces the most aluminum worldwide.","false",32,1,1,13,"repeated",0
"2154","7654","resp_real_news","Nelson Mandela did boxing as a hobby.","true",33,1,1,NA,"new",0
"2155","7654","resp_fake_news","The gas price is not contractually linked to the oil price.","true",34,1,1,NA,"new",1
"2156","7654","resp_fake_news","Jaw muscles are the strongest muscles in the human body.","true",35,1,1,6,"repeated",1
"2157","7654","resp_real_news","The left lung is larger than the right lung.","false",36,1,1,NA,"new",0
"2158","7654","resp_real_news","Elvis and Priscilla Presley have a biological child.","true",37,1,1,16,"repeated",0
"2159","7654","resp_fake_news","If you perceive different smells in both nostrils you will only perceive one of the two smells.","true",38,1,1,NA,"new",1
"2160","7654","resp_fake_news","Cats can be allergic to people.","true",39,1,1,1,"repeated",1
"2161","7653","resp_fake_news","In France, women were allowed to vote for the first time in 1919.","false",0,1,1,14,"repeated",1
"2162","7653","resp_real_news","The Spanish King Felipe VI is descended from the Merovingian dynasty.","false",1,1,1,NA,"new",0
"2163","7653","resp_fake_news","Jaw muscles are the strongest muscles in the human body.","true",2,1,1,NA,"new",1
"2164","7653","resp_fake_news","Hugh Grant was twice convicted of public misdemeanor of sexual nature.","false",3,1,1,NA,"new",1
"2165","7653","resp_real_news","The first heart transplantation took place in Vienna.","true",4,1,1,13,"repeated",0
"2166","7653","resp_real_news","Elvis and Priscilla Presley have a biological child.","true",5,1,1,NA,"new",0
"2167","7653","resp_real_news","The largest lithium deposits in the world are located in Bolivia.","true",6,1,1,NA,"new",0
"2168","7653","resp_real_news","Sinti and Roma originally come from India and Pakistan.","true",7,1,1,8,"repeated",0
"2169","7653","resp_real_news","In heterosexual people the number of new HIV infections has been stable since 2010.","false",8,1,1,19,"repeated",0
"2170","7653","resp_real_news","Genetically chimpanzees are the closest relatives to humans.","true",9,1,1,0,"repeated",0
"2171","7653","resp_real_news","People from Europe lose more hair per day than people from Africa.","true",10,1,1,18,"repeated",0
"2172","7653","resp_real_news","Will Smith's full name is William Carroll Smith Jr.","false",11,1,1,6,"repeated",0
"2173","7653","resp_fake_news","Babies have more bones than adults.","true",12,1,1,9,"repeated",1
"2174","7653","resp_real_news","The form of government of the United Arab Emirates is a constitutional monarchy.","false",13,1,1,NA,"new",0
"2175","7653","resp_fake_news","Brad Pitt has a ban on entering China.","true",14,1,1,10,"repeated",1
"2176","7653","resp_real_news","The European state with the most inhabitants/km� is the Vatican.","false",15,1,1,15,"repeated",0
"2177","7653","resp_real_news","The actor Stan Laurel died of a heart attack.","true",16,1,1,NA,"new",0
"2178","7653","resp_real_news","If you perceive different smells in both nostrils you will only perceive one of the two smells.","true",17,1,1,NA,"new",0
"2179","7653","resp_fake_news","Rapeseed oil damages the groundwater.","false",18,1,1,NA,"new",1
"2180","7653","resp_real_news","Elon Musk was married three times.","true",19,1,1,7,"repeated",0
"2181","7653","resp_fake_news","Russia produces the most aluminum worldwide.","false",20,1,1,NA,"new",1
"2182","7653","resp_real_news","The left lung is larger than the right lung.","false",21,1,1,12,"repeated",0
"2183","7653","resp_fake_news","Bond actor Pierce Brosnan worked as a firebreather for three years.","true",22,1,1,NA,"new",1
"2184","7653","resp_fake_news","Tsunami means ""beach wave"".","false",23,1,1,1,"repeated",1
"2185","7653","resp_real_news","The first world climate conference was held in Geneva in 1990.","false",24,1,1,2,"repeated",0
"2186","7653","resp_real_news","Venezuela has less oil deposits than Norway.","false",25,1,1,16,"repeated",0
"2187","7653","resp_fake_news","Rolls-Royce uses only bull skins for its leather seats.","true",26,1,1,NA,"new",1
"2188","7653","resp_fake_news","In Italy, Spain, and Portugal, solar power is more expensive than electricity from coal combustion.","false",27,1,1,NA,"new",1
"2189","7653","resp_fake_news","Nelson Mandela did boxing as a hobby.","true",28,1,1,3,"repeated",1
"2190","7653","resp_fake_news","With the Good Friday Agreement, Ireland reaffirmed its demand for reunification with Northern Ireland.","false",29,1,1,NA,"new",1
"2191","7653","resp_real_news","The heart rate of an average woman is higher than that of an average man.","true",30,1,1,17,"repeated",0
"2192","7653","resp_real_news","Apart from humans, gorillas have only leopards as natural enemies.","true",31,1,1,11,"repeated",0
"2193","7653","resp_real_news","According to his own statement, Andy Warhol was bisexual.","false",32,1,1,NA,"new",0
"2194","7653","resp_fake_news","Michael J. Fox is suffering from multiple sclerosis.","false",33,1,1,NA,"new",1
"2195","7653","resp_real_news","Melania Trump was born in the Slovenian city of Novo Mesto.","true",34,1,1,NA,"new",0
"2196","7653","resp_real_news","The gas price is not contractually linked to the oil price.","true",35,1,1,NA,"new",0
"2197","7653","resp_real_news","People with blood group AB+ can be blood donors for all groups A and B.","false",36,1,1,4,"repeated",0
"2198","7653","resp_real_news","The slogan of the European Union ""United in diversity"" is based on an internet survey among students.","false",37,1,1,5,"repeated",0
"2199","7653","resp_fake_news","Cats can be allergic to people.","true",38,1,1,NA,"new",1
"2200","7653","resp_real_news","Aspirin rarely (1 case in 1000 to 10000) leads to micro-bleeding in the gastrointestinal tract.","false",39,1,1,NA,"new",0
"2201","7652","resp_real_news","The actor Stan Laurel died of a heart attack.","true",0,1,1,NA,"new",0
"2202","7652","resp_fake_news","The heart rate of an average woman is higher than that of an average man.","true",1,1,1,15,"repeated",1
"2203","7652","resp_real_news","The first world climate conference was held in Geneva in 1990.","false",2,1,1,13,"repeated",0
"2204","7652","resp_real_news","Aspirin rarely (1 case in 1000 to 10000) leads to micro-bleeding in the gastrointestinal tract.","false",3,1,1,14,"repeated",0
"2205","7652","resp_real_news","Elvis and Priscilla Presley have a biological child.","true",4,1,1,17,"repeated",0
"2206","7652","resp_fake_news","With the Good Friday Agreement, Ireland reaffirmed its demand for reunification with Northern Ireland.","false",5,1,1,11,"repeated",1
"2207","7652","resp_real_news","Elon Musk was married three times.","true",6,1,1,NA,"new",0
"2208","7652","resp_real_news","Melania Trump was born in the Slovenian city of Novo Mesto.","true",7,1,1,1,"repeated",0
"2209","7652","resp_real_news","The left lung is larger than the right lung.","false",8,1,1,12,"repeated",0
"2210","7652","resp_real_news","The Spanish King Felipe VI is descended from the Merovingian dynasty.","false",9,1,1,6,"repeated",0
"2211","7652","resp_real_news","The European state with the most inhabitants/km� is the Vatican.","false",10,1,1,NA,"new",0
"2212","7652","resp_real_news","Bond actor Pierce Brosnan worked as a firebreather for three years.","true",11,1,1,NA,"new",0
"2213","7652","resp_fake_news","The slogan of the European Union ""United in diversity"" is based on an internet survey among students.","false",12,1,1,10,"repeated",1
"2214","7652","resp_real_news","In France, women were allowed to vote for the first time in 1919.","false",13,1,1,0,"repeated",0
"2215","7652","resp_fake_news","Rapeseed oil damages the groundwater.","false",14,1,1,4,"repeated",1
"2216","7652","resp_real_news","Jaw muscles are the strongest muscles in the human body.","true",15,1,1,NA,"new",0
"2217","7652","resp_real_news","The gas price is not contractually linked to the oil price.","true",16,1,1,NA,"new",0
"2218","7652","resp_real_news","Russia produces the most aluminum worldwide.","false",17,1,1,5,"repeated",0
"2219","7652","resp_fake_news","Nelson Mandela did boxing as a hobby.","true",18,1,1,NA,"new",1
"2220","7652","resp_fake_news","Will Smith's full name is William Carroll Smith Jr.","false",19,1,1,2,"repeated",1
"2221","7652","resp_fake_news","Sinti and Roma originally come from India and Pakistan.","true",20,1,1,NA,"new",1
"2222","7652","resp_real_news","Hugh Grant was twice convicted of public misdemeanor of sexual nature.","false",21,1,1,NA,"new",0
"2223","7652","resp_real_news","In Italy, Spain, and Portugal, solar power is more expensive than electricity from coal combustion.","false",22,1,1,NA,"new",0
"2224","7652","resp_real_news","Genetically chimpanzees are the closest relatives to humans.","true",23,1,1,19,"repeated",0
"2225","7652","resp_fake_news","Brad Pitt has a ban on entering China.","true",24,1,1,NA,"new",1
"2226","7652","resp_real_news","The first heart transplantation took place in Vienna.","true",25,1,1,9,"repeated",0
"2227","7652","resp_real_news","Tsunami means ""beach wave"".","false",26,1,1,NA,"new",0
"2228","7652","resp_fake_news","Venezuela has less oil deposits than Norway.","false",27,1,1,NA,"new",1
"2229","7652","resp_real_news","People with blood group AB+ can be blood donors for all groups A and B.","false",28,1,1,NA,"new",0
"2230","7652","resp_fake_news","Michael J. Fox is suffering from multiple sclerosis.","false",29,1,1,NA,"new",1
"2231","7652","resp_real_news","According to his own statement, Andy Warhol was bisexual.","false",30,1,1,NA,"new",0
"2232","7652","resp_real_news","Cats can be allergic to people.","true",31,1,1,8,"repeated",0
"2233","7652","resp_real_news","Apart from humans, gorillas have only leopards as natural enemies.","true",32,1,1,16,"repeated",0
"2234","7652","resp_real_news","If you perceive different smells in both nostrils you will only perceive one of the two smells.","true",33,1,1,3,"repeated",0
"2235","7652","resp_fake_news","Rolls-Royce uses only bull skins for its leather seats.","true",34,1,1,18,"repeated",1
"2236","7652","resp_fake_news","People from Europe lose more hair per day than people from Africa.","true",35,1,1,NA,"new",1
"2237","7652","resp_real_news","The form of government of the United Arab Emirates is a constitutional monarchy.","false",36,1,1,NA,"new",0
"2238","7652","resp_fake_news","Babies have more bones than adults.","true",37,1,1,NA,"new",1
"2239","7652","resp_fake_news","In heterosexual people the number of new HIV infections has been stable since 2010.","false",38,1,1,NA,"new",1
"2240","7652","resp_real_news","The largest lithium deposits in the world are located in Bolivia.","true",39,1,1,7,"repeated",0
"2241","7651","resp_fake_news","Brad Pitt has a ban on entering China.","true",0,1,1,NA,"new",1
"2242","7651","resp_fake_news","People from Europe lose more hair per day than people from Africa.","true",1,1,1,14,"repeated",1
"2243","7651","resp_real_news","The Spanish King Felipe VI is descended from the Merovingian dynasty.","false",2,1,1,NA,"new",0
"2244","7651","resp_fake_news","Hugh Grant was twice convicted of public misdemeanor of sexual nature.","false",3,1,1,6,"repeated",1
"2245","7651","resp_real_news","The gas price is not contractually linked to the oil price.","true",4,1,1,NA,"new",0
"2246","7651","resp_real_news","People with blood group AB+ can be blood donors for all groups A and B.","false",5,1,1,NA,"new",0
"2247","7651","resp_real_news","The first world climate conference was held in Geneva in 1990.","false",6,1,1,19,"repeated",0
"2248","7651","resp_fake_news","The slogan of the European Union ""United in diversity"" is based on an internet survey among students.","false",7,1,1,7,"repeated",1
"2249","7651","resp_real_news","Will Smith's full name is William Carroll Smith Jr.","false",8,1,1,0,"repeated",0
"2250","7651","resp_real_news","Venezuela has less oil deposits than Norway.","false",9,1,1,16,"repeated",0
"2251","7651","resp_real_news","Sinti and Roma originally come from India and Pakistan.","true",10,1,1,15,"repeated",0
"2252","7651","resp_fake_news","Bond actor Pierce Brosnan worked as a firebreather for three years.","true",11,1,1,NA,"new",1
"2253","7651","resp_real_news","In Italy, Spain, and Portugal, solar power is more expensive than electricity from coal combustion.","false",12,1,1,NA,"new",0
"2254","7651","resp_fake_news","The heart rate of an average woman is higher than that of an average man.","true",13,1,1,4,"repeated",1
"2255","7651","resp_fake_news","According to his own statement, Andy Warhol was bisexual.","false",14,1,1,3,"repeated",1
"2256","7651","resp_fake_news","Apart from humans, gorillas have only leopards as natural enemies.","true",15,1,1,NA,"new",1
"2257","7651","resp_fake_news","Cats can be allergic to people.","true",16,1,1,10,"repeated",1
"2258","7651","resp_real_news","Russia produces the most aluminum worldwide.","false",17,1,1,12,"repeated",0
"2259","7651","resp_fake_news","Rolls-Royce uses only bull skins for its leather seats.","true",18,1,1,NA,"new",1
"2260","7651","resp_real_news","Nelson Mandela did boxing as a hobby.","true",19,1,1,NA,"new",0
"2261","7651","resp_fake_news","The European state with the most inhabitants/km� is the Vatican.","false",20,1,1,NA,"new",1
"2262","7651","resp_real_news","Aspirin rarely (1 case in 1000 to 10000) leads to micro-bleeding in the gastrointestinal tract.","false",21,1,1,17,"repeated",0
"2263","7651","resp_real_news","The left lung is larger than the right lung.","false",22,1,1,NA,"new",0
"2264","7651","resp_fake_news","Babies have more bones than adults.","true",23,1,1,2,"repeated",1
"2265","7651","resp_fake_news","In heterosexual people the number of new HIV infections has been stable since 2010.","false",24,1,1,NA,"new",1
"2266","7651","resp_real_news","Genetically chimpanzees are the closest relatives to humans.","true",25,1,1,NA,"new",0
"2267","7651","resp_real_news","If you perceive different smells in both nostrils you will only perceive one of the two smells.","true",26,1,1,5,"repeated",0
"2268","7651","resp_real_news","The actor Stan Laurel died of a heart attack.","true",27,1,1,9,"repeated",0
"2269","7651","resp_real_news","Tsunami means ""beach wave"".","false",28,1,1,11,"repeated",0
"2270","7651","resp_fake_news","Rapeseed oil damages the groundwater.","false",29,1,1,NA,"new",1
"2271","7651","resp_fake_news","Elvis and Priscilla Presley have a biological child.","true",30,1,1,NA,"new",1
"2272","7651","resp_fake_news","The largest lithium deposits in the world are located in Bolivia.","true",31,1,1,NA,"new",1
"2273","7651","resp_fake_news","With the Good Friday Agreement, Ireland reaffirmed its demand for reunification with Northern Ireland.","false",32,1,1,1,"repeated",1
"2274","7651","resp_fake_news","Elon Musk was married three times.","true",33,1,1,13,"repeated",1
"2275","7651","resp_real_news","Melania Trump was born in the Slovenian city of Novo Mesto.","true",34,1,1,NA,"new",0
"2276","7651","resp_fake_news","Michael J. Fox is suffering from multiple sclerosis.","false",35,1,1,NA,"new",1
"2277","7651","resp_real_news","The first heart transplantation took place in Vienna.","true",36,1,1,18,"repeated",0
"2278","7651","resp_real_news","Jaw muscles are the strongest muscles in the human body.","true",37,1,1,8,"repeated",0
"2279","7651","resp_real_news","In France, women were allowed to vote for the first time in 1919.","false",38,1,1,NA,"new",0
"2280","7651","resp_real_news","The form of government of the United Arab Emirates is a constitutional monarchy.","false",39,1,1,NA,"new",0
"2281","7650","resp_real_news","The largest lithium deposits in the world are located in Bolivia.","true",0,1,1,8,"repeated",0
"2282","7650","resp_real_news","The form of government of the United Arab Emirates is a constitutional monarchy.","false",1,1,1,NA,"new",0
"2283","7650","resp_fake_news","People with blood group AB+ can be blood donors for all groups A and B.","false",2,1,1,NA,"new",1
"2284","7650","resp_real_news","In Italy, Spain, and Portugal, solar power is more expensive than electricity from coal combustion.","false",3,1,1,19,"repeated",0
"2285","7650","resp_real_news","Will Smith's full name is William Carroll Smith Jr.","false",4,1,1,11,"repeated",0
"2286","7650","resp_fake_news","With the Good Friday Agreement, Ireland reaffirmed its demand for reunification with Northern Ireland.","false",5,1,1,NA,"new",1
"2287","7650","resp_real_news","Rapeseed oil damages the groundwater.","false",6,1,1,NA,"new",0
"2288","7650","resp_real_news","In heterosexual people the number of new HIV infections has been stable since 2010.","false",7,1,1,0,"repeated",0
"2289","7650","resp_real_news","Melania Trump was born in the Slovenian city of Novo Mesto.","true",8,1,1,9,"repeated",0
"2290","7650","resp_real_news","Bond actor Pierce Brosnan worked as a firebreather for three years.","true",9,1,1,NA,"new",0
"2291","7650","resp_real_news","The gas price is not contractually linked to the oil price.","true",10,1,1,NA,"new",0
"2292","7650","resp_fake_news","The left lung is larger than the right lung.","false",11,1,1,NA,"new",1
"2293","7650","resp_real_news","People from Europe lose more hair per day than people from Africa.","true",12,1,1,2,"repeated",0
"2294","7650","resp_real_news","Genetically chimpanzees are the closest relatives to humans.","true",13,1,1,NA,"new",0
"2295","7650","resp_real_news","The Spanish King Felipe VI is descended from the Merovingian dynasty.","false",14,1,1,NA,"new",0
"2296","7650","resp_real_news","Rolls-Royce uses only bull skins for its leather seats.","true",15,1,1,NA,"new",0
"2297","7650","resp_fake_news","Elvis and Priscilla Presley have a biological child.","true",16,1,1,18,"repeated",1
"2298","7650","resp_real_news","The first heart transplantation took place in Vienna.","true",17,1,1,NA,"new",0
"2299","7650","resp_real_news","Russia produces the most aluminum worldwide.","false",18,1,1,6,"repeated",0
"2300","7650","resp_real_news","Aspirin rarely (1 case in 1000 to 10000) leads to micro-bleeding in the gastrointestinal tract.","false",19,1,1,NA,"new",0
"2301","7650","resp_fake_news","Apart from humans, gorillas have only leopards as natural enemies.","true",20,1,1,NA,"new",1
"2302","7650","resp_fake_news","Brad Pitt has a ban on entering China.","true",21,1,1,4,"repeated",1
"2303","7650","resp_real_news","The European state with the most inhabitants/km� is the Vatican.","false",22,1,1,5,"repeated",0
"2304","7650","resp_real_news","The heart rate of an average woman is higher than that of an average man.","true",23,1,1,NA,"new",0
"2305","7650","resp_real_news","The actor Stan Laurel died of a heart attack.","true",24,1,1,14,"repeated",0
"2306","7650","resp_fake_news","Tsunami means ""beach wave"".","false",25,1,1,NA,"new",1
"2307","7650","resp_real_news","The slogan of the European Union ""United in diversity"" is based on an internet survey among students.","false",26,1,1,3,"repeated",0
"2308","7650","resp_real_news","Babies have more bones than adults.","true",27,1,1,16,"repeated",0
"2309","7650","resp_real_news","Jaw muscles are the strongest muscles in the human body.","true",28,1,1,NA,"new",0
"2310","7650","resp_real_news","The first world climate conference was held in Geneva in 1990.","false",29,1,1,13,"repeated",0
"2311","7650","resp_fake_news","Nelson Mandela did boxing as a hobby.","true",30,1,1,NA,"new",1
"2312","7650","resp_real_news","In France, women were allowed to vote for the first time in 1919.","false",31,1,1,NA,"new",0
"2313","7650","resp_fake_news","Hugh Grant was twice convicted of public misdemeanor of sexual nature.","false",32,1,1,NA,"new",1
"2314","7650","resp_real_news","Elon Musk was married three times.","true",33,1,1,NA,"new",0
"2315","7650","resp_real_news","Venezuela has less oil deposits than Norway.","false",34,1,1,7,"repeated",0
"2316","7650","resp_real_news","According to his own statement, Andy Warhol was bisexual.","false",35,1,1,1,"repeated",0
"2317","7650","resp_real_news","If you perceive different smells in both nostrils you will only perceive one of the two smells.","true",36,1,1,15,"repeated",0
"2318","7650","resp_real_news","Sinti and Roma originally come from India and Pakistan.","true",37,1,1,10,"repeated",0
"2319","7650","resp_real_news","Michael J. Fox is suffering from multiple sclerosis.","false",38,1,1,17,"repeated",0
"2320","7650","resp_real_news","Cats can be allergic to people.","true",39,1,1,12,"repeated",0
"2321","7648","resp_real_news","Apart from humans, gorillas have only leopards as natural enemies.","true",0,1,1,10,"repeated",0
"2322","7648","resp_fake_news","Rolls-Royce uses only bull skins for its leather seats.","true",1,1,1,NA,"new",1
"2323","7648","resp_real_news","The first world climate conference was held in Geneva in 1990.","false",2,1,1,NA,"new",0
"2324","7648","resp_real_news","If you perceive different smells in both nostrils you will only perceive one of the two smells.","true",3,1,1,13,"repeated",0
"2325","7648","resp_real_news","The form of government of the United Arab Emirates is a constitutional monarchy.","false",4,1,1,12,"repeated",0
"2326","7648","resp_real_news","In France, women were allowed to vote for the first time in 1919.","false",5,1,1,NA,"new",0
"2327","7648","resp_real_news","The heart rate of an average woman is higher than that of an average man.","true",6,1,1,0,"repeated",0
"2328","7648","resp_real_news","Elvis and Priscilla Presley have a biological child.","true",7,1,1,NA,"new",0
"2329","7648","resp_fake_news","Brad Pitt has a ban on entering China.","true",8,1,1,NA,"new",1
"2330","7648","resp_real_news","The gas price is not contractually linked to the oil price.","true",9,1,1,NA,"new",0
"2331","7648","resp_real_news","The Spanish King Felipe VI is descended from the Merovingian dynasty.","false",10,1,1,NA,"new",0
"2332","7648","resp_real_news","Aspirin rarely (1 case in 1000 to 10000) leads to micro-bleeding in the gastrointestinal tract.","false",11,1,1,NA,"new",0
"2333","7648","resp_real_news","People from Europe lose more hair per day than people from Africa.","true",12,1,1,2,"repeated",0
"2334","7648","resp_real_news","Tsunami means ""beach wave"".","false",13,1,1,8,"repeated",0
"2335","7648","resp_real_news","Melania Trump was born in the Slovenian city of Novo Mesto.","true",14,1,1,18,"repeated",0
"2336","7648","resp_real_news","Michael J. Fox is suffering from multiple sclerosis.","false",15,1,1,NA,"new",0
"2337","7648","resp_real_news","Sinti and Roma originally come from India and Pakistan.","true",16,1,1,6,"repeated",0
"2338","7648","resp_fake_news","The slogan of the European Union ""United in diversity"" is based on an internet survey among students.","false",17,1,1,9,"repeated",1
"2339","7648","resp_fake_news","Elon Musk was married three times.","true",18,1,1,NA,"new",1
"2340","7648","resp_real_news","Cats can be allergic to people.","true",19,1,1,7,"repeated",0
"2341","7648","resp_real_news","The European state with the most inhabitants/km� is the Vatican.","false",20,1,1,15,"repeated",0
"2342","7648","resp_fake_news","Rapeseed oil damages the groundwater.","false",21,1,1,17,"repeated",1
"2343","7648","resp_fake_news","The largest lithium deposits in the world are located in Bolivia.","true",22,1,1,NA,"new",1
"2344","7648","resp_real_news","Nelson Mandela did boxing as a hobby.","true",23,1,1,16,"repeated",0
"2345","7648","resp_fake_news","The actor Stan Laurel died of a heart attack.","true",24,1,1,NA,"new",1
"2346","7648","resp_real_news","Will Smith's full name is William Carroll Smith Jr.","false",25,1,1,NA,"new",0
"2347","7648","resp_fake_news","In heterosexual people the number of new HIV infections has been stable since 2010.","false",26,1,1,19,"repeated",1
"2348","7648","resp_fake_news","Hugh Grant was twice convicted of public misdemeanor of sexual nature.","false",27,1,1,5,"repeated",1
"2349","7648","resp_fake_news","With the Good Friday Agreement, Ireland reaffirmed its demand for reunification with Northern Ireland.","false",28,1,1,NA,"new",1
"2350","7648","resp_fake_news","In Italy, Spain, and Portugal, solar power is more expensive than electricity from coal combustion.","false",29,1,1,NA,"new",1
"2351","7648","resp_real_news","Venezuela has less oil deposits than Norway.","false",30,1,1,NA,"new",0
"2352","7648","resp_real_news","According to his own statement, Andy Warhol was bisexual.","false",31,1,1,1,"repeated",0
"2353","7648","resp_fake_news","People with blood group AB+ can be blood donors for all groups A and B.","false",32,1,1,NA,"new",1
"2354","7648","resp_real_news","Russia produces the most aluminum worldwide.","false",33,1,1,3,"repeated",0
"2355","7648","resp_real_news","The first heart transplantation took place in Vienna.","true",34,1,1,NA,"new",0
"2356","7648","resp_real_news","Bond actor Pierce Brosnan worked as a firebreather for three years.","true",35,1,1,4,"repeated",0
"2357","7648","resp_real_news","The left lung is larger than the right lung.","false",36,1,1,11,"repeated",0
"2358","7648","resp_fake_news","Genetically chimpanzees are the closest relatives to humans.","true",37,1,1,NA,"new",1
"2359","7648","resp_fake_news","Jaw muscles are the strongest muscles in the human body.","true",38,1,1,NA,"new",1
"2360","7648","resp_real_news","Babies have more bones than adults.","true",39,1,1,14,"repeated",0
"2361","7647","resp_real_news","Cats can be allergic to people.","true",0,1,1,11,"repeated",0
"2362","7647","resp_fake_news","According to his own statement, Andy Warhol was bisexual.","false",1,1,1,NA,"new",1
"2363","7647","resp_fake_news","Jaw muscles are the strongest muscles in the human body.","true",2,1,1,NA,"new",1
"2364","7647","resp_real_news","Babies have more bones than adults.","true",3,1,1,NA,"new",0
"2365","7647","resp_fake_news","The slogan of the European Union ""United in diversity"" is based on an internet survey among students.","false",4,1,1,2,"repeated",1
"2366","7647","resp_fake_news","Hugh Grant was twice convicted of public misdemeanor of sexual nature.","false",5,1,1,NA,"new",1
"2367","7647","resp_real_news","Brad Pitt has a ban on entering China.","true",6,1,1,6,"repeated",0
"2368","7647","resp_real_news","Elvis and Priscilla Presley have a biological child.","true",7,1,1,NA,"new",0
"2369","7647","resp_fake_news","Bond actor Pierce Brosnan worked as a firebreather for three years.","true",8,1,1,8,"repeated",1
"2370","7647","resp_real_news","The largest lithium deposits in the world are located in Bolivia.","true",9,1,1,4,"repeated",0
"2371","7647","resp_real_news","Aspirin rarely (1 case in 1000 to 10000) leads to micro-bleeding in the gastrointestinal tract.","false",10,1,1,3,"repeated",0
"2372","7647","resp_real_news","Russia produces the most aluminum worldwide.","false",11,1,1,12,"repeated",0
"2373","7647","resp_real_news","The first world climate conference was held in Geneva in 1990.","false",12,1,1,NA,"new",0
